algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_60k@60k
td3,0.8971053285360306,1200.0,-161.33035736083986,0.23298864900192157,0.20219116210938637
ddpg,0.895022013647024,1200.0,-161.8660461425781,0.14132817152145294,1.2838516235351562
tqc,0.8944165969913388,1400.0,-161.3171585083008,0.013903107570424681,0.7471527099609432
sac,0.891862430574483,2000.0,-162.38331756591796,0.08246733076014828,-0.6470687866211051
dpg,,,,,
ppo,,,,,
reinforce,,,,,
trpo,,,,,
