algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_60k@60k
tqc,0.9229032507045447,1800.0,-1.5667803049087525,0.0023032908635330996,0.016176354885101496
ddpg,0.9020084629241734,1400.0,-2.1456093192100525,0.004306226502199591,0.06058359146118164
td3,0.895516221457513,1200.0,-2.55899783372879,0.0041931743877485095,0.5733349442481994
dpg,0.8911296046680237,2200.0,-2.6923014402389525,0.006929394123731894,0.5466428995132446
ppo,,,,,
reinforce,,,,,
sac,,,,,
trpo,,,,,
