algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_60k@60k
td3,0.8964320773560779,1200.0,-161.234130859375,0.08098192087924075,0.27789306640625
ddpg,0.8952498421883353,1200.0,-161.47396697998047,0.06500869427889039,0.8105484008789006
tqc,0.894155504436871,1400.0,-161.79791412353515,0.031023172849942625,1.2192169189453068
sac,0.8916813753446486,2000.0,-162.59789276123047,0.12124699934598393,0.8448028564453125
dpg,,,,,
ppo,,,,,
reinforce,,,,,
trpo,,,,,
