algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_60k@60k
ddpg,0.8999253561404702,1400.0,-2.1456093192100525,0.004306226502199591,0.08103790283203116
tqc,0.8984974042205791,1800.0,-1.5667803049087525,0.0023032908635330996,-0.07688230276107788
td3,0.8954118629830731,1200.0,-2.55899783372879,0.0041931743877485095,0.6512688517570495
dpg,0.8923192794505963,2200.0,-2.6923014402389525,0.006929394123731894,0.23760319948196384
ppo,,,,,
reinforce,,,,,
sac,,,,,
trpo,,,,,
