algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_60k@60k
tqc,0.9207598872610928,1800.0,-0.12481632232666015,2.2177175786932206e-06,0.08010322041809559
ddpg,0.9063699729948018,1400.0,-0.13250208646059036,1.129415851744508e-05,0.06098219901323318
sac,0.8844997967294564,3800.0,-0.23684930354356765,0.11946299344548823,-0.3904614269733429
dpg,0.8750362952339279,5800.0,-0.22424352690577506,0.22897859126293693,-1.2484133820980787
ppo,,,,,
reinforce,,,,,
td3,,,,,
trpo,,,,,
