algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_10k@10k
dpg,0.9000377305353342,0.0,-43843.459375,20.225161127471925,-13.252734375004366
tqc,0.8955237957896396,1000.0,-43677.938671875,1019.1772997619628,355.19414062500437
sac,0.8884555270644143,2600.0,-43867.960546875,26310.63309906878,92.95429687500291
ddpg,,,,,
ppo,,,,,
reinforce,,,,,
td3,,,,,
trpo,,,,,
