algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_60k@60k
ddpg,0.8968453585896151,1200.0,-161.8660461425781,0.14132817152145294,-0.22595825195313068
td3,0.8954041467339695,1200.0,-161.33035736083986,0.23298864900192157,-0.6478988647460824
sac,0.8948765221175028,2000.0,-162.38331756591796,0.08246733076014828,-0.13203735351564205
tqc,0.8943600761494032,1400.0,-161.3171585083008,0.013903107570424681,0.8160781860351562
dpg,,,,,
ppo,,,,,
reinforce,,,,,
trpo,,,,,
