algo,score,steps_to_threshold,mean_at_threshold,var_after_threshold,diff_from_60k@60k
td3,0.895698706679802,1200.0,-161.234130859375,0.08098192087924075,0.4690948486328068
ddpg,0.8956425017890448,1200.0,-161.47396697998047,0.06500869427889039,-0.49528198242185795
sac,0.8947475212255511,2000.0,-162.59789276123047,0.12124699934598393,0.13668670654297443
tqc,0.8942470431785607,1400.0,-161.79791412353515,0.031023172849942625,0.996734619140625
dpg,,,,,
ppo,,,,,
reinforce,,,,,
trpo,,,,,
